Company Name,Financial stability,Claims processing time,Customer service reputation,Premium cost,Deductibles,Network of providers
Geico,B,14,Poor,141,591,Selected states
USAA,C,8,Poor,130,333,Selected states
Allstate,A,10,Average,98,735,Nationwide
Geico,D,7,Good,86,310,Regional
Geico,A,7,Good,93,503,Nationwide
State Farm,E,12,Good,50,383,Regional
State Farm,C,13,Good,98,266,Regional
State Farm,C,6,Excellent,60,752,Regional
Geico,B,13,Excellent,126,265,Nationwide
Geico,D,14,Poor,148,760,Regional
Allstate,B,9,Poor,91,283,Regional
USAA,E,14,Excellent,124,417,Selected states
Progressive,D,10,Good,102,305,Selected states
Progressive,D,15,Excellent,72,451,Selected states
Geico,B,12,Excellent,116,512,Regional
Progressive,C,14,Excellent,123,478,Nationwide
Geico,D,8,Poor,72,486,Nationwide
Allstate,B,15,Good,108,244,Selected states
USAA,B,9,Excellent,120,594,Nationwide
Geico,A,9,Poor,86,650,Nationwide
Progressive,C,13,Poor,90,630,Selected states
Progressive,B,9,Good,61,235,Regional
USAA,D,6,Average,144,318,Selected states
State Farm,B,14,Excellent,111,373,Regional
Progressive,A,13,Good,144,435,Nationwide
Progressive,D,9,Excellent,133,584,Regional
Progressive,E,10,Average,139,451,Regional
Progressive,A,12,Average,128,673,Nationwide
USAA,A,8,Excellent,91,207,Nationwide
USAA,C,11,Average,124,770,Regional
Allstate,C,12,Excellent,130,380,Regional
Progressive,E,13,Good,124,446,Regional
USAA,D,12,Good,56,796,Selected states
Geico,D,11,Average,70,329,Selected states
USAA,A,14,Good,68,210,Nationwide
State Farm,C,14,Excellent,148,398,Nationwide
Geico,E,12,Poor,52,300,Regional
Allstate,E,11,Good,119,225,Regional
Progressive,E,6,Good,74,746,Nationwide
Geico,A,12,Poor,115,466,Nationwide
State Farm,D,5,Poor,112,489,Selected states
State Farm,B,11,Average,91,608,Selected states
USAA,D,6,Average,109,231,Nationwide
Allstate,C,6,Average,71,564,Nationwide
Progressive,A,5,Average,150,723,Regional
Allstate,A,7,Poor,95,440,Selected states
Progressive,E,15,Average,80,791,Selected states
State Farm,E,14,Good,104,545,Regional
Allstate,C,12,Excellent,72,356,Regional
State Farm,A,6,Poor,132,219,Regional
Geico,C,6,Excellent,86,245,Selected states
State Farm,E,5,Excellent,124,781,Nationwide
Allstate,C,6,Average,54,677,Regional
USAA,E,10,Poor,50,559,Selected states
Progressive,A,14,Excellent,77,602,Regional
Progressive,E,15,Average,120,717,Nationwide
Progressive,D,5,Excellent,74,297,Nationwide
Allstate,D,12,Good,130,709,Nationwide
Allstate,C,13,Excellent,135,637,Regional
State Farm,A,12,Excellent,146,367,Nationwide
Progressive,B,6,Average,74,602,Nationwide
Allstate,E,8,Good,89,634,Selected states
USAA,D,12,Poor,85,646,Nationwide
USAA,C,11,Average,119,735,Nationwide
Progressive,C,14,Good,61,437,Selected states
USAA,E,11,Poor,113,640,Regional
Progressive,A,6,Average,73,775,Selected states
Geico,E,15,Poor,141,480,Nationwide
USAA,E,15,Poor,105,385,Selected states
Geico,D,7,Good,60,420,Regional
Geico,B,14,Poor,72,434,Selected states
Geico,C,14,Average,72,598,Selected states
State Farm,E,6,Excellent,59,627,Nationwide
Geico,D,5,Excellent,146,763,Selected states
Progressive,D,15,Poor,147,709,Selected states
Allstate,E,9,Good,89,364,Selected states
State Farm,D,7,Good,99,390,Selected states
Geico,A,15,Average,73,254,Selected states
USAA,E,10,Good,142,663,Regional
Allstate,B,15,Poor,97,697,Nationwide
Geico,B,12,Good,50,526,Nationwide
Progressive,D,10,Poor,117,306,Regional
State Farm,D,10,Good,150,642,Regional
USAA,A,12,Poor,107,557,Nationwide
Allstate,B,6,Good,65,472,Selected states
State Farm,B,12,Poor,66,308,Regional
Progressive,B,10,Excellent,88,777,Selected states
USAA,B,13,Poor,114,211,Regional
Progressive,A,7,Average,127,563,Regional
Progressive,B,12,Good,58,759,Regional
State Farm,B,8,Good,56,685,Selected states
Allstate,A,15,Average,121,435,Regional
USAA,E,13,Poor,130,439,Nationwide
Geico,E,5,Good,55,231,Selected states
State Farm,C,13,Good,102,363,Nationwide
USAA,B,13,Good,72,402,Nationwide
Progressive,B,8,Excellent,142,499,Selected states
Geico,C,8,Excellent,132,503,Regional
Geico,D,7,Poor,77,528,Regional
Progressive,A,10,Good,132,578,Selected states
USAA,B,5,Good,142,740,Regional
State Farm,D,6,Excellent,112,452,Selected states
USAA,E,5,Good,143,334,Regional
Progressive,E,5,Average,77,620,Selected states
Allstate,E,11,Good,144,681,Selected states
State Farm,B,9,Excellent,140,462,Selected states
Allstate,A,7,Excellent,51,287,Nationwide
Allstate,B,5,Good,119,204,Selected states
Allstate,A,15,Excellent,138,306,Nationwide
Allstate,C,13,Poor,77,463,Selected states
USAA,E,8,Excellent,76,390,Nationwide
USAA,D,6,Average,138,465,Selected states
USAA,A,9,Average,99,232,Nationwide
Allstate,B,10,Average,113,369,Regional
Progressive,A,5,Excellent,110,394,Selected states
Progressive,D,13,Poor,66,334,Selected states
Allstate,B,9,Good,120,292,Nationwide
Geico,C,14,Poor,143,583,Nationwide
Geico,C,12,Average,52,607,Selected states
Progressive,D,15,Excellent,64,762,Nationwide
Allstate,E,10,Poor,133,616,Selected states
Allstate,A,10,Poor,92,601,Nationwide
State Farm,C,15,Poor,75,396,Nationwide
State Farm,A,15,Good,53,767,Regional
State Farm,B,5,Poor,50,356,Regional
Allstate,D,7,Poor,114,262,Regional
State Farm,B,14,Good,54,403,Regional
State Farm,C,7,Excellent,86,421,Regional
Progressive,A,14,Excellent,138,567,Regional
State Farm,A,15,Average,99,682,Selected states
Geico,C,12,Average,68,742,Selected states
Allstate,D,15,Average,133,561,Regional
USAA,A,7,Excellent,101,548,Regional
USAA,D,9,Poor,70,547,Regional
Geico,A,15,Excellent,122,754,Selected states
Geico,A,9,Average,65,737,Nationwide
Progressive,C,6,Excellent,107,503,Nationwide
Progressive,A,9,Excellent,78,269,Nationwide
USAA,E,8,Average,82,736,Nationwide
USAA,C,6,Good,59,656,Selected states
Geico,B,12,Good,118,731,Regional
Geico,A,9,Excellent,130,612,Selected states
State Farm,A,10,Excellent,64,343,Nationwide
Geico,A,13,Average,58,507,Nationwide
State Farm,D,9,Good,135,482,Nationwide
Progressive,C,9,Good,50,402,Nationwide
USAA,D,13,Poor,127,204,Selected states
USAA,E,10,Good,105,350,Regional
State Farm,B,6,Good,65,753,Selected states
USAA,B,10,Poor,102,228,Regional
USAA,C,5,Average,109,739,Selected states
State Farm,B,13,Poor,102,660,Regional
Geico,A,15,Average,126,718,Selected states
USAA,E,13,Average,92,535,Selected states
USAA,C,15,Average,138,250,Selected states
Allstate,A,12,Good,55,537,Nationwide
Allstate,C,13,Poor,123,239,Regional
Progressive,D,7,Good,109,332,Nationwide
Allstate,E,7,Poor,103,772,Regional
Geico,D,10,Excellent,102,711,Nationwide
Geico,A,6,Good,73,756,Selected states
Allstate,A,8,Poor,85,235,Regional
Allstate,E,7,Average,86,554,Regional
Geico,A,12,Average,124,230,Nationwide
Progressive,C,13,Poor,58,630,Selected states
Progressive,B,6,Good,100,515,Nationwide
Allstate,D,14,Poor,136,791,Regional
USAA,D,15,Good,115,626,Regional
State Farm,D,6,Poor,139,724,Regional
State Farm,D,14,Poor,111,412,Regional
Allstate,B,14,Good,143,377,Selected states
USAA,E,13,Average,119,793,Selected states
State Farm,E,13,Poor,111,681,Regional
USAA,C,14,Poor,145,709,Regional
Geico,D,14,Average,145,609,Regional
Progressive,B,8,Poor,109,684,Nationwide
Progressive,E,5,Good,76,548,Regional
Geico,C,9,Average,131,498,Selected states
Geico,E,5,Excellent,71,487,Regional
Progressive,C,6,Good,141,774,Regional
USAA,A,15,Excellent,135,343,Selected states
Allstate,A,10,Average,62,790,Regional
Allstate,E,6,Average,57,531,Selected states
USAA,C,14,Average,130,379,Selected states
USAA,A,6,Average,115,215,Regional
Geico,E,13,Good,70,568,Selected states
Progressive,A,15,Poor,92,532,Regional
State Farm,D,12,Good,67,712,Nationwide
State Farm,A,7,Good,87,243,Regional
USAA,B,5,Average,55,323,Nationwide
Geico,A,8,Excellent,110,489,Regional
Geico,B,11,Average,96,203,Regional
Geico,E,15,Average,59,466,Nationwide
Allstate,A,10,Excellent,129,365,Selected states
Geico,B,14,Good,93,757,Selected states
Geico,A,10,Poor,87,420,Nationwide
USAA,A,7,Good,77,619,Selected states
State Farm,C,12,Excellent,120,447,Selected states
State Farm,D,7,Average,62,613,Selected states
Progressive,E,8,Good,143,296,Selected states
USAA,E,14,Excellent,89,531,Selected states
Geico,E,9,Poor,53,601,Nationwide
Allstate,D,14,Average,63,287,Regional
USAA,D,11,Average,141,762,Selected states
Progressive,C,11,Good,66,792,Regional
USAA,B,11,Good,125,717,Regional
Progressive,E,5,Excellent,91,502,Nationwide
Allstate,D,13,Poor,50,367,Selected states
Allstate,B,11,Poor,97,273,Nationwide
Allstate,C,5,Average,97,306,Regional
Allstate,A,13,Poor,145,690,Selected states
State Farm,A,10,Good,88,326,Regional
Allstate,A,15,Average,98,553,Selected states
State Farm,A,12,Good,124,586,Selected states
Allstate,A,8,Poor,64,680,Nationwide
State Farm,C,13,Poor,79,724,Selected states
Allstate,A,12,Average,88,758,Selected states
Geico,D,7,Excellent,144,387,Nationwide
Progressive,A,11,Good,70,215,Selected states
Geico,D,13,Average,121,497,Nationwide
State Farm,B,14,Good,117,633,Selected states
Progressive,C,10,Good,89,468,Nationwide
Allstate,D,10,Average,120,299,Selected states
USAA,B,12,Average,133,264,Nationwide
State Farm,D,11,Average,98,377,Selected states
Geico,C,5,Poor,110,676,Regional
Progressive,C,14,Poor,116,542,Nationwide
USAA,B,13,Good,137,461,Selected states
Allstate,E,8,Poor,122,226,Regional
Allstate,E,7,Good,71,225,Selected states
Progressive,A,11,Excellent,67,320,Regional
State Farm,C,15,Poor,79,715,Regional
USAA,E,7,Poor,145,641,Nationwide
USAA,B,10,Good,68,745,Regional
Allstate,B,6,Excellent,148,506,Nationwide
Allstate,D,7,Average,57,778,Regional
Geico,B,13,Good,82,660,Selected states
Allstate,D,5,Average,58,277,Selected states
Progressive,B,6,Excellent,102,452,Nationwide
State Farm,B,14,Good,66,536,Nationwide
Allstate,B,9,Excellent,54,694,Regional
Progressive,C,8,Poor,67,414,Selected states
Allstate,D,9,Excellent,143,234,Regional
USAA,D,9,Poor,104,761,Regional
USAA,C,13,Average,79,542,Nationwide
Allstate,A,7,Average,147,579,Selected states
USAA,E,11,Poor,52,216,Selected states
Allstate,D,15,Good,73,694,Nationwide
State Farm,B,11,Average,50,471,Nationwide
USAA,D,14,Poor,133,779,Regional
Progressive,D,13,Excellent,106,509,Nationwide
State Farm,A,14,Good,50,631,Regional
Geico,B,6,Excellent,70,268,Selected states
USAA,E,5,Good,142,658,Selected states
USAA,D,8,Good,73,399,Nationwide
USAA,C,7,Good,121,519,Regional
Progressive,E,5,Average,81,666,Regional
Allstate,E,7,Good,86,206,Selected states
USAA,D,12,Excellent,82,449,Selected states
Allstate,A,9,Good,138,226,Nationwide
State Farm,E,7,Good,81,402,Nationwide
State Farm,D,6,Poor,112,603,Regional
State Farm,E,5,Good,63,549,Regional
State Farm,C,10,Good,66,659,Nationwide
Progressive,C,8,Average,77,770,Selected states
USAA,B,10,Poor,66,271,Nationwide
Geico,C,13,Poor,61,491,Nationwide
State Farm,B,7,Good,73,786,Nationwide
USAA,C,7,Excellent,135,229,Regional
Progressive,D,13,Excellent,61,270,Regional
Allstate,A,15,Good,96,353,Nationwide
State Farm,B,9,Average,99,470,Nationwide
USAA,E,10,Good,103,269,Regional
Allstate,E,15,Poor,112,310,Regional
USAA,A,14,Average,133,221,Selected states
Progressive,D,10,Excellent,149,797,Selected states
Geico,D,13,Average,146,749,Selected states
Geico,D,9,Excellent,127,263,Selected states
Progressive,A,10,Good,65,516,Regional
State Farm,E,15,Average,137,607,Regional
State Farm,B,15,Good,150,231,Nationwide
USAA,E,6,Good,87,385,Regional
State Farm,E,12,Excellent,117,291,Nationwide
State Farm,A,7,Poor,129,341,Nationwide
State Farm,D,12,Good,97,413,Regional
State Farm,E,7,Average,107,229,Nationwide
State Farm,D,9,Poor,54,456,Nationwide
Progressive,B,9,Good,66,720,Nationwide
State Farm,A,9,Excellent,146,517,Regional
State Farm,D,9,Excellent,86,507,Regional
USAA,C,7,Poor,62,224,Regional
USAA,A,10,Poor,52,518,Nationwide
Allstate,D,14,Good,62,288,Nationwide
Allstate,C,9,Average,104,463,Selected states
State Farm,B,15,Excellent,64,650,Selected states
Allstate,A,11,Poor,99,632,Nationwide
Progressive,C,7,Good,112,628,Nationwide
Progressive,D,11,Excellent,149,723,Regional
Geico,E,15,Excellent,107,685,Selected states
State Farm,C,7,Excellent,70,503,Regional
USAA,A,5,Average,142,289,Selected states
USAA,E,9,Poor,112,250,Nationwide
Allstate,A,13,Average,56,724,Nationwide
State Farm,D,10,Excellent,65,383,Nationwide
USAA,E,8,Excellent,92,314,Nationwide
State Farm,B,12,Poor,102,651,Nationwide
State Farm,C,13,Good,127,779,Nationwide
USAA,C,9,Excellent,145,502,Nationwide
USAA,A,11,Excellent,134,244,Nationwide
USAA,D,6,Excellent,93,302,Regional
Progressive,B,8,Excellent,121,342,Nationwide
Geico,B,11,Average,64,386,Selected states
Geico,D,9,Excellent,113,579,Selected states
Progressive,E,12,Good,75,337,Selected states
Geico,D,8,Poor,99,475,Regional
State Farm,C,7,Excellent,75,351,Regional
USAA,C,15,Poor,81,531,Nationwide
Geico,D,11,Good,63,678,Selected states
Allstate,B,12,Poor,119,538,Regional
USAA,A,8,Excellent,142,381,Regional
Geico,D,6,Average,78,795,Selected states
USAA,B,8,Poor,78,612,Nationwide
State Farm,D,9,Excellent,90,330,Nationwide
Allstate,D,15,Excellent,149,557,Nationwide
Allstate,D,6,Average,87,487,Nationwide
State Farm,B,14,Poor,141,469,Selected states
Allstate,D,15,Good,144,456,Regional
Geico,D,13,Poor,114,695,Selected states
Geico,D,14,Poor,68,486,Nationwide
USAA,A,12,Average,130,800,Regional
Allstate,E,5,Excellent,96,774,Nationwide
State Farm,C,15,Poor,145,204,Selected states
Progressive,E,13,Good,84,420,Nationwide
Allstate,B,6,Poor,98,681,Selected states
USAA,E,9,Average,143,660,Selected states
USAA,B,9,Poor,105,714,Regional
Allstate,B,14,Average,116,636,Nationwide
State Farm,C,9,Excellent,99,349,Selected states
Progressive,C,9,Average,82,635,Nationwide
Geico,C,9,Average,139,615,Selected states
Progressive,D,15,Average,121,705,Nationwide
Allstate,D,15,Poor,110,380,Selected states
USAA,B,12,Good,149,476,Selected states
State Farm,B,8,Good,135,217,Selected states
Progressive,E,13,Poor,130,429,Regional
Allstate,C,15,Good,92,558,Nationwide
Allstate,A,12,Average,99,433,Nationwide
Progressive,B,15,Average,103,585,Selected states
USAA,D,10,Average,113,577,Nationwide
Progressive,D,7,Good,86,272,Regional
USAA,B,10,Average,97,515,Regional
USAA,B,15,Poor,150,356,Nationwide
Progressive,C,13,Poor,63,548,Selected states
USAA,C,10,Excellent,79,261,Selected states
Geico,C,5,Average,89,628,Selected states
USAA,E,8,Poor,143,381,Nationwide
Allstate,C,6,Average,57,550,Regional
Progressive,D,6,Excellent,136,625,Selected states
Allstate,E,11,Poor,106,675,Selected states
Geico,A,6,Poor,135,412,Nationwide
State Farm,C,8,Good,68,225,Nationwide
Geico,A,9,Poor,132,254,Nationwide
Progressive,D,10,Poor,116,691,Regional
USAA,D,14,Excellent,97,625,Regional
USAA,A,11,Excellent,51,720,Regional
Progressive,B,11,Average,83,590,Selected states
USAA,C,5,Good,137,637,Selected states
Geico,B,15,Good,114,500,Nationwide
Geico,C,9,Excellent,130,325,Regional
State Farm,B,15,Good,111,469,Selected states
Geico,D,7,Good,63,800,Regional
USAA,B,10,Average,134,750,Regional
Progressive,E,6,Good,126,739,Nationwide
Geico,D,13,Good,50,336,Regional
State Farm,C,9,Good,118,483,Regional
Geico,E,10,Poor,108,226,Regional
Allstate,B,9,Good,63,753,Selected states
USAA,E,5,Poor,87,534,Regional
USAA,D,5,Excellent,142,744,Selected states
USAA,E,11,Good,114,556,Regional
State Farm,B,10,Excellent,74,497,Nationwide
Allstate,C,5,Poor,77,665,Nationwide
Progressive,C,15,Poor,72,597,Regional
Geico,C,11,Average,125,606,Selected states
State Farm,C,13,Excellent,133,774,Regional
Allstate,D,12,Poor,119,565,Nationwide
USAA,C,10,Excellent,128,303,Selected states
Allstate,B,12,Good,76,336,Regional
Geico,B,6,Poor,150,239,Nationwide
USAA,D,7,Good,66,430,Regional
Allstate,A,13,Excellent,74,541,Nationwide
Progressive,B,11,Poor,144,461,Selected states
USAA,B,6,Poor,129,526,Selected states
USAA,B,5,Poor,148,429,Nationwide
USAA,D,15,Excellent,150,386,Selected states
Allstate,A,7,Average,70,560,Regional
State Farm,C,9,Excellent,101,719,Regional
Geico,B,15,Poor,98,789,Selected states
State Farm,C,15,Good,76,402,Selected states
Geico,C,9,Poor,68,613,Nationwide
Progressive,E,5,Good,70,388,Nationwide
USAA,C,13,Poor,114,317,Regional
USAA,C,11,Excellent,125,336,Selected states
State Farm,D,15,Poor,60,418,Nationwide
State Farm,C,7,Poor,55,562,Regional
State Farm,D,7,Poor,148,714,Regional
USAA,A,14,Average,112,209,Selected states
Allstate,E,13,Excellent,74,718,Nationwide
State Farm,C,11,Excellent,118,796,Selected states
Geico,B,14,Excellent,90,621,Regional
State Farm,A,6,Average,104,501,Nationwide
USAA,B,7,Average,116,444,Regional
Progressive,E,6,Poor,131,496,Selected states
Progressive,D,13,Good,130,466,Selected states
State Farm,C,14,Good,100,666,Regional
USAA,A,5,Good,92,452,Regional
USAA,D,8,Excellent,138,350,Selected states
Allstate,B,12,Good,145,349,Nationwide
Progressive,B,12,Excellent,116,473,Regional
USAA,C,12,Average,122,420,Regional
Progressive,D,12,Average,78,792,Selected states
Geico,E,14,Average,92,302,Selected states
Progressive,E,12,Poor,61,629,Nationwide
Geico,D,5,Excellent,148,642,Selected states
Geico,A,15,Good,148,312,Selected states
Progressive,E,6,Good,77,318,Regional
State Farm,C,8,Poor,63,417,Selected states
Progressive,A,7,Average,81,395,Nationwide
State Farm,E,8,Average,90,476,Regional
Allstate,B,10,Average,96,645,Regional
Geico,B,15,Good,113,236,Regional
Progressive,C,13,Average,103,418,Regional
USAA,A,7,Poor,101,327,Regional
Geico,C,9,Excellent,70,757,Nationwide
Geico,C,8,Good,82,334,Regional
State Farm,E,15,Good,108,570,Nationwide
USAA,E,11,Average,74,737,Nationwide
USAA,A,10,Good,112,660,Selected states
Allstate,C,15,Good,150,253,Selected states
Geico,C,13,Average,124,411,Selected states
Progressive,A,13,Poor,103,635,Selected states
USAA,E,15,Excellent,70,274,Selected states
State Farm,C,14,Good,76,524,Nationwide
Allstate,A,15,Excellent,82,685,Nationwide
Geico,A,8,Excellent,106,619,Selected states
State Farm,B,11,Excellent,102,393,Nationwide
Allstate,D,13,Average,104,409,Regional
State Farm,B,10,Excellent,76,568,Regional
USAA,D,13,Good,65,367,Selected states
USAA,A,9,Poor,108,370,Nationwide
Geico,E,10,Good,70,732,Regional
USAA,B,11,Average,53,728,Selected states
State Farm,A,6,Poor,146,504,Nationwide
Progressive,E,7,Excellent,136,660,Nationwide
Geico,C,14,Average,91,732,Selected states
Progressive,D,9,Excellent,122,323,Nationwide
Allstate,E,13,Good,84,542,Nationwide
Geico,B,6,Excellent,75,427,Nationwide
Geico,D,13,Good,127,306,Nationwide
Allstate,C,13,Average,98,299,Regional
State Farm,D,11,Poor,121,436,Regional
Progressive,E,12,Good,145,633,Selected states
Geico,D,9,Excellent,67,525,Nationwide
State Farm,A,7,Average,111,735,Nationwide
Geico,C,7,Good,64,201,Nationwide
State Farm,A,6,Poor,51,387,Selected states
State Farm,D,14,Average,100,766,Regional
Geico,E,12,Average,72,623,Regional
USAA,B,12,Excellent,133,268,Regional
State Farm,B,13,Average,118,442,Nationwide
State Farm,E,13,Average,145,394,Selected states
Allstate,D,12,Poor,77,580,Regional
State Farm,E,5,Good,61,533,Regional
Progressive,E,10,Poor,135,614,Selected states
Geico,B,12,Excellent,134,561,Nationwide
Progressive,A,13,Average,88,728,Nationwide
Progressive,B,12,Good,95,267,Regional
USAA,C,8,Poor,60,387,Regional
State Farm,E,11,Excellent,57,493,Regional
State Farm,C,7,Excellent,101,604,Nationwide
Allstate,B,7,Good,146,405,Selected states
State Farm,C,10,Poor,91,459,Regional
Progressive,B,13,Good,96,783,Selected states
Geico,D,8,Excellent,107,365,Nationwide
Allstate,A,7,Excellent,115,478,Selected states
Geico,C,8,Average,68,237,Selected states
State Farm,C,11,Good,90,583,Selected states
Allstate,D,15,Average,108,669,Selected states
Allstate,B,9,Good,60,596,Regional
Progressive,E,12,Poor,54,480,Selected states
State Farm,D,8,Excellent,78,559,Regional
Allstate,D,7,Good,79,637,Selected states
State Farm,E,10,Excellent,120,406,Nationwide
Allstate,C,14,Good,103,210,Regional
Geico,E,6,Good,142,777,Nationwide
Allstate,A,11,Excellent,92,572,Regional
Geico,A,13,Average,125,205,Nationwide
Geico,A,8,Good,106,498,Regional
USAA,A,7,Good,145,654,Selected states
Progressive,C,12,Excellent,112,319,Regional
Geico,B,12,Good,99,603,Selected states
Geico,C,11,Average,128,420,Nationwide
Progressive,B,7,Average,90,515,Regional
Allstate,C,5,Poor,122,703,Selected states
Progressive,E,14,Excellent,116,277,Nationwide
USAA,B,5,Poor,91,530,Regional
USAA,B,11,Good,64,778,Selected states
Geico,D,5,Poor,73,573,Regional
Allstate,C,14,Excellent,77,726,Selected states
USAA,C,13,Poor,64,710,Regional
Progressive,C,13,Average,98,227,Selected states
Geico,C,15,Average,107,704,Nationwide
State Farm,A,10,Poor,71,318,Regional
USAA,B,8,Excellent,124,382,Nationwide
Progressive,A,9,Average,141,274,Selected states
Allstate,A,14,Good,143,675,Selected states
Geico,A,7,Good,76,366,Regional
USAA,A,5,Excellent,104,584,Regional
Progressive,E,6,Excellent,138,232,Nationwide
Geico,A,5,Poor,84,591,Selected states
State Farm,A,15,Average,101,412,Nationwide
State Farm,E,13,Poor,104,308,Nationwide
Geico,C,12,Poor,127,258,Selected states
Allstate,D,6,Excellent,128,785,Selected states
Progressive,B,7,Poor,88,434,Selected states
State Farm,E,12,Excellent,103,714,Nationwide
USAA,E,6,Good,107,687,Nationwide
Geico,C,15,Poor,127,370,Selected states
Progressive,A,7,Poor,67,201,Regional
Geico,A,13,Poor,126,308,Regional
Allstate,B,5,Poor,56,582,Selected states
USAA,D,7,Average,107,565,Regional
Allstate,D,9,Poor,137,646,Nationwide
Geico,C,7,Average,91,618,Selected states
Allstate,B,5,Average,127,201,Selected states
State Farm,D,5,Average,139,676,Regional
Progressive,A,13,Good,139,706,Regional
Progressive,E,6,Good,98,479,Selected states
Allstate,D,6,Good,51,220,Selected states
Allstate,B,6,Average,102,217,Nationwide
Geico,E,6,Good,66,369,Regional
USAA,E,12,Good,146,234,Regional
Allstate,B,14,Good,56,560,Selected states
State Farm,A,13,Excellent,59,594,Regional
USAA,A,8,Good,106,366,Regional
Progressive,A,5,Poor,145,386,Selected states
State Farm,D,9,Good,123,258,Selected states
USAA,A,14,Average,108,550,Regional
State Farm,B,14,Average,141,223,Nationwide
Geico,D,6,Excellent,130,288,Regional
State Farm,D,6,Average,58,444,Selected states
Geico,A,14,Excellent,87,346,Nationwide
USAA,B,10,Excellent,52,410,Regional
Allstate,B,12,Good,127,631,Regional
Allstate,D,11,Excellent,129,687,Regional
USAA,C,13,Poor,109,752,Selected states
Allstate,A,13,Excellent,83,450,Regional
USAA,B,5,Poor,109,432,Selected states
State Farm,C,9,Excellent,95,682,Nationwide
USAA,D,5,Average,50,405,Nationwide
Geico,C,9,Excellent,73,402,Nationwide
USAA,E,12,Average,87,374,Selected states
Geico,B,13,Poor,51,674,Regional
State Farm,B,6,Poor,76,507,Regional
State Farm,B,11,Good,141,298,Regional
USAA,C,13,Good,103,465,Regional
Geico,C,11,Poor,60,336,Selected states
Geico,B,13,Good,138,527,Regional
Progressive,C,11,Good,115,454,Nationwide
Progressive,D,13,Excellent,50,572,Regional
State Farm,D,6,Average,117,538,Regional
Geico,C,6,Excellent,84,577,Regional
USAA,E,15,Average,128,723,Selected states
Progressive,E,14,Good,68,473,Regional
State Farm,D,9,Average,131,273,Nationwide
USAA,B,5,Poor,134,429,Regional
Progressive,A,8,Good,55,617,Regional
USAA,E,5,Good,133,248,Nationwide
Geico,C,8,Average,99,795,Nationwide
Allstate,E,11,Good,107,590,Regional
Geico,C,8,Poor,76,453,Nationwide
Geico,D,13,Excellent,63,229,Selected states
USAA,C,6,Good,148,265,Selected states
USAA,D,12,Poor,109,478,Selected states
Geico,D,12,Excellent,61,528,Selected states
Progressive,B,15,Poor,89,399,Regional
USAA,D,7,Excellent,100,745,Nationwide
Progressive,B,8,Average,101,611,Regional
Allstate,B,11,Average,97,739,Selected states
USAA,A,10,Good,65,781,Regional
Allstate,D,13,Poor,126,530,Nationwide
Progressive,A,13,Poor,137,685,Regional
Allstate,D,12,Excellent,138,379,Selected states
Progressive,D,6,Poor,51,609,Regional
Allstate,B,9,Average,139,735,Selected states
State Farm,E,11,Good,101,759,Selected states
Progressive,B,5,Excellent,54,317,Regional
Geico,D,6,Average,84,203,Selected states
State Farm,A,9,Excellent,104,398,Nationwide
Progressive,B,9,Average,117,470,Nationwide
State Farm,D,10,Poor,107,342,Selected states
USAA,E,5,Excellent,145,743,Selected states
Progressive,E,14,Excellent,141,789,Selected states
USAA,B,6,Excellent,117,719,Selected states
Allstate,B,8,Excellent,136,509,Regional
Geico,E,9,Excellent,103,542,Nationwide
State Farm,C,6,Average,137,773,Nationwide
Allstate,C,11,Good,103,260,Nationwide
Progressive,A,8,Excellent,71,664,Selected states
Geico,B,11,Poor,84,776,Selected states
Geico,E,8,Good,73,690,Regional
Allstate,B,14,Poor,64,298,Regional
USAA,B,9,Average,108,261,Selected states
Allstate,C,7,Poor,50,646,Selected states
State Farm,D,5,Average,116,422,Nationwide
Geico,E,15,Poor,58,313,Regional
Allstate,D,11,Average,148,390,Regional
Progressive,E,12,Excellent,141,534,Regional
USAA,C,10,Average,85,381,Nationwide
Allstate,A,10,Excellent,133,485,Regional
USAA,C,14,Average,106,720,Regional
USAA,B,14,Average,135,718,Selected states
State Farm,D,11,Excellent,120,432,Regional
USAA,A,15,Good,89,351,Regional
State Farm,C,11,Good,80,453,Selected states
Geico,A,11,Poor,101,223,Selected states
Progressive,C,14,Poor,108,374,Selected states
Allstate,D,15,Excellent,90,515,Nationwide
State Farm,C,11,Good,135,716,Selected states
State Farm,A,12,Excellent,109,335,Regional
Progressive,E,13,Excellent,64,440,Regional
State Farm,B,10,Average,72,305,Nationwide
State Farm,A,12,Excellent,137,519,Selected states
Progressive,A,12,Good,75,580,Nationwide
Progressive,C,13,Poor,114,543,Selected states
Progressive,D,8,Excellent,95,245,Selected states
State Farm,D,13,Poor,64,307,Selected states
Allstate,D,12,Good,119,281,Regional
State Farm,E,9,Good,150,628,Selected states
State Farm,E,13,Poor,139,798,Regional
State Farm,C,13,Good,94,444,Regional
State Farm,D,5,Excellent,101,466,Regional
State Farm,E,13,Poor,110,428,Regional
USAA,E,8,Excellent,96,619,Selected states
Geico,C,9,Poor,141,393,Selected states
Progressive,C,7,Good,134,588,Selected states
Geico,B,12,Good,77,473,Regional
Geico,A,7,Average,59,444,Selected states
Geico,B,14,Average,63,676,Nationwide
Progressive,E,12,Good,132,529,Selected states
Geico,C,5,Good,147,730,Regional
Allstate,D,9,Good,95,313,Selected states
USAA,D,5,Excellent,127,721,Nationwide
USAA,A,11,Excellent,139,316,Nationwide
Allstate,B,11,Excellent,133,223,Selected states
